Input sentence: 张三走进花园，看到了[MASK]。
Word: 只, Probability: 5.7450
Word: 名, Probability: 5.7133
Word: [UNK], Probability: 5.6688
Word: 張, Probability: 5.6416
Word: 路, Probability: 5.6351
Word: 为, Probability: 5.6120
Word: 指, Probability: 5.5623
Word: 字, Probability: 5.5339
Word: 為, Probability: 5.5004
Word: 说, Probability: 5.4983
Word: 笑, Probability: 5.4788
Word: 棵, Probability: 5.4774
Word: 生, Probability: 5.4449
Word: 张, Probability: 5.3974
Word: 眼, Probability: 5.3477
Word: 枚, Probability: 5.3462
Word: 言, Probability: 5.2875

Input sentence: 一朵洁白无瑕的[MASK]。
Word: 花, Probability: 15.2854
Word: 云, Probability: 12.6682
Word: 雪, Probability: 11.6917
Word: 莲, Probability: 11.6696
Word: 绿, Probability: 10.4928
Word: 玉, Probability: 10.2516
Word: 兰, Probability: 10.0781
Word: 春, Probability: 9.7578
Word: 菊, Probability: 9.7019
Word: 美, Probability: 9.5168
Word: 心, Probability: 9.2373
Word: 梅, Probability: 8.8699
Word: 梦, Probability: 8.8111
Word: 水, Probability: 8.6085
Word: 雨, Probability: 8.5430
Word: 秀, Probability: 8.4123
Word: 诗, Probability: 8.3681
Word: 朵, Probability: 8.3582
Word: 霜, Probability: 8.3151
Word: 翠, Probability: 8.2909
Word: 瑰, Probability: 8.2771
Word: 芳, Probability: 8.2427
Word: 草, Probability: 8.2196
Word: 华, Probability: 8.1827
Word: 蕊, Probability: 8.1094
Word: 笑, Probability: 8.0628
Word: 霞, Probability: 7.9698
Word: 藕, Probability: 7.9515
Word: 白, Probability: 7.9349
Word: 树, Probability: 7.8049
Word: 塔, Probability: 7.6441
Word: 爱, Probability: 7.6257
Word: 荷, Probability: 7.5882
Word: 山, Probability: 7.5653
Word: 月, Probability: 7.5513
Word: 黛, Probability: 7.5459
Word: 蓝, Probability: 7.4842
Word: 她, Probability: 7.4808
Word: 画, Probability: 7.4737
Word: 丽, Probability: 7.4328
Word: 玫, Probability: 7.3328
Word: 香, Probability: 7.3315
Word: 红, Probability: 7.3294
Word: 叶, Probability: 7.2863
Word: 尘, Probability: 7.2167
Word: 风, Probability: 7.1980
Word: 桃, Probability: 7.1955
Word: 葩, Probability: 7.1740
Word: 书, Probability: 7.1331
Word: 妆, Probability: 7.0311

Input sentence: 一朵凌霜傲雪的[MASK]。
Word: 花, Probability: 14.6123
Word: 云, Probability: 11.4849
Word: 雪, Probability: 10.8668
Word: 莲, Probability: 10.0111
Word: 梅, Probability: 9.6573
Word: 春, Probability: 9.2695
Word: 菊, Probability: 9.1922
Word: 朵, Probability: 8.9110
Word: 兰, Probability: 8.8343
Word: 葩, Probability: 8.6043
Word: 草, Probability: 8.2871
Word: 芳, Probability: 8.2359
Word: 树, Probability: 7.9264
Word: 香, Probability: 7.8575
Word: 霜, Probability: 7.8439
Word: 蕊, Probability: 7.8339
Word: 山, Probability: 7.7278
Word: 雨, Probability: 7.6923
Word: 美, Probability: 7.6665
Word: 绿, Probability: 7.6363
Word: 心, Probability: 7.4974
Word: 玉, Probability: 7.4319
Word: 秀, Probability: 7.3899
Word: 薇, Probability: 7.3784
Word: 红, Probability: 7.3676
Word: 瑰, Probability: 7.3536
Word: 风, Probability: 7.1465
Word: 烟, Probability: 7.0920
Word: 雾, Probability: 7.0732
Word: 叶, Probability: 7.0604
Word: 仙, Probability: 6.9851
Word: 艳, Probability: 6.9833
Word: 柳, Probability: 6.9187
Word: 梦, Probability: 6.9002
Word: 霞, Probability: 6.8999
Word: 松, Probability: 6.8893
Word: 剑, Probability: 6.8740
Word: 梨, Probability: 6.8106
Word: 她, Probability: 6.7999
Word: 雲, Probability: 6.7912
Word: 蝶, Probability: 6.7880
Word: 人, Probability: 6.7843
Word: 桃, Probability: 6.6780
Word: 笑, Probability: 6.6667
Word: 翠, Probability: 6.6400
Word: 傲, Probability: 6.6291
Word: 樱, Probability: 6.6116
Word: 华, Probability: 6.5940
Word: 丹, Probability: 6.5126
Word: 诗, Probability: 6.4939

Input sentence: 小李走进森林，看到了[MASK]。
Word: 树, Probability: 11.5735
Word: 我, Probability: 10.2991
Word: 鱼, Probability: 10.1806
Word: 山, Probability: 10.1775
Word: 鸟, Probability: 9.8624
Word: 狼, Probability: 9.8216
Word: 猫, Probability: 9.6627
Word: 她, Probability: 9.6518
Word: 你, Probability: 9.6406
Word: 他, Probability: 9.6397
Word: 雪, Probability: 9.5723
Word: 它, Probability: 9.5461
Word: 花, Probability: 9.4887
Word: 海, Probability: 9.4883
Word: 雨, Probability: 9.2178
Word: 云, Probability: 9.1822
Word: 狗, Probability: 9.1499
Word: 风, Probability: 9.1278
Word: 水, Probability: 8.8672
Word: 林, Probability: 8.7875
Word: 人, Probability: 8.7838
Word: 路, Probability: 8.6370
Word: 鹰, Probability: 8.5912
Word: 天, Probability: 8.4057
Word: 羊, Probability: 8.2889
Word: 草, Probability: 8.1971
Word: 火, Probability: 8.0832
Word: 牛, Probability: 8.0479
Word: 家, Probability: 8.0439
Word: 爱, Probability: 7.9810
Word: 蛇, Probability: 7.9744
Word: 熊, Probability: 7.8802
Word: 猪, Probability: 7.8172
Word: 马, Probability: 7.7508
Word: 虎, Probability: 7.7115
Word: 鸡, Probability: 7.5938
Word: 龙, Probability: 7.5254
Word: 书, Probability: 7.5242
Word: 梦, Probability: 7.4366
Word: 湖, Probability: 7.4241
Word: 光, Probability: 7.3993
Word: 河, Probability: 7.3856
Word: 鹿, Probability: 7.2088
Word: 谁, Probability: 7.0740
Word: 蝉, Probability: 7.0631
Word: 车, Probability: 7.0263
Word: 冰, Probability: 7.0010
Word: 神, Probability: 6.9192
Word: 星, Probability: 6.8250
Word: 鹅, Probability: 6.7735

Input sentence: 一[MASK]松树。
Word: 棵, Probability: 12.2138
Word: 株, Probability: 10.2745
Word: 片, Probability: 9.6318
Word: 颗, Probability: 9.3278
Word: 座, Probability: 9.2406
Word: 个, Probability: 9.1516
Word: 是, Probability: 9.0850
Word: 些, Probability: 9.0749
Word: 排, Probability: 8.9826
Word: 种, Probability: 8.8303
Word: 根, Probability: 8.2115
Word: 对, Probability: 8.1839
Word: 旁, Probability: 7.8875
Word: 条, Probability: 7.8340
Word: 树, Probability: 7.7704
Word: 般, Probability: 7.5584
Word: 、, Probability: 7.4291
Word: 块, Probability: 7.2822
Word: 张, Probability: 6.9302
Word: 道, Probability: 6.8972
Word: 群, Probability: 6.8443
Word: 只, Probability: 6.8387
Word: 路, Probability: 6.8284
Word: 看, Probability: 6.7869
Word: 面, Probability: 6.6149
Word: 层, Probability: 6.5904
Word: 边, Probability: 6.5787
Word: 大, Probability: 6.5519
Word: 把, Probability: 6.5438
Word: 堆, Probability: 6.4233
Word: 尊, Probability: 6.3966
Word: 位, Probability: 6.2012
Word: 侧, Probability: 6.1960
Word: 枝, Probability: 6.1654
Word: ，, Probability: 6.1560
Word: 头, Probability: 6.1060
Word: 如, Probability: 6.0966
Word: 行, Probability: 5.9577
Word: 处, Probability: 5.9284
Word: 家, Probability: 5.8882
Word: 支, Probability: 5.8567
Word: 栋, Probability: 5.8098
Word: 老, Probability: 5.7901
Word: 顶, Probability: 5.7548
Word: 叶, Probability: 5.7423
Word: 点, Probability: 5.7278
Word: 望, Probability: 5.7189
Word: 山, Probability: 5.6968
Word: 方, Probability: 5.6813
Word: 双, Probability: 5.6684

Input sentence: 一棵生机勃勃的[MASK]。
Word: 树, Probability: 16.4206
Word: 花, Probability: 12.6495
Word: 草, Probability: 12.3372
Word: 葱, Probability: 11.6356
Word: 菜, Probability: 10.7249
Word: 苗, Probability: 10.5086
Word: 松, Probability: 10.5051
Word: 木, Probability: 10.1943
Word: 藤, Probability: 9.9299
Word: 柳, Probability: 9.8725
Word: 樹, Probability: 9.8253
Word: 槐, Probability: 9.6390
Word: 芽, Probability: 9.4590
Word: 杏, Probability: 9.2322
Word: 绿, Probability: 9.0325
Word: 杉, Probability: 9.0083
Word: 榕, Probability: 8.9582
Word: 柏, Probability: 8.9561
Word: 春, Probability: 8.8462
Word: 杨, Probability: 8.6910
Word: 梅, Probability: 8.5488
Word: 竹, Probability: 8.4804
Word: 林, Probability: 8.3241
Word: 兰, Probability: 8.3159
Word: 桃, Probability: 8.2525
Word: 心, Probability: 8.2031
Word: 枝, Probability: 8.1108
Word: 果, Probability: 8.1001
Word: 山, Probability: 8.0263
Word: 人, Probability: 8.0100
Word: 椿, Probability: 8.0085
Word: 植, Probability: 7.9726
Word: 呢, Probability: 7.9458
Word: 梨, Probability: 7.9199
Word: 榆, Probability: 7.8163
Word: 蒜, Probability: 7.7847
Word: 大, Probability: 7.7522
Word: 青, Probability: 7.7407
Word: 野, Probability: 7.6658
Word: 根, Probability: 7.6580
Word: 葵, Probability: 7.6351
Word: 鸟, Probability: 7.5765
Word: 油, Probability: 7.5407
Word: 棵, Probability: 7.4663
Word: 菊, Probability: 7.4319
Word: 森, Probability: 7.4122
Word: 玉, Probability: 7.3491
Word: 好, Probability: 7.3416
Word: 它, Probability: 7.3195
Word: 生, Probability: 7.3086

Input sentence: 一棵四季常青的[MASK]。
Word: 树, Probability: 15.6819
Word: 樹, Probability: 13.4420
Word: 花, Probability: 12.5166
Word: 草, Probability: 12.4485
Word: 松, Probability: 10.8745
Word: 藤, Probability: 10.8342
Word: 木, Probability: 10.4214
Word: 菜, Probability: 10.0580
Word: 柳, Probability: 9.8918
Word: 葱, Probability: 9.6503
Word: 槐, Probability: 9.4146
Word: 绿, Probability: 9.0344
Word: 苗, Probability: 9.0210
Word: 榕, Probability: 9.0198
Word: 兰, Probability: 8.8691
Word: 杉, Probability: 8.7458
Word: 竹, Probability: 8.6917
Word: 杏, Probability: 8.6555
Word: 柏, Probability: 8.6323
Word: 梅, Probability: 8.6275
Word: 心, Probability: 8.5635
Word: 林, Probability: 8.5595
Word: 杨, Probability: 8.3037
Word: 根, Probability: 8.2955
Word: 春, Probability: 8.2816
Word: 山, Probability: 8.2356
Word: 桃, Probability: 8.1436
Word: 果, Probability: 8.0720
Word: 梨, Probability: 8.0298
Word: 芽, Probability: 7.9444
Word: 青, Probability: 7.9078
Word: 菊, Probability: 7.8793
Word: 叶, Probability: 7.7727
Word: 枝, Probability: 7.6623
Word: 植, Probability: 7.6064
Word: 茶, Probability: 7.5911
Word: 榆, Probability: 7.5705
Word: 种, Probability: 7.5306
Word: 人, Probability: 7.5262
Word: 荷, Probability: 7.4739
Word: 森, Probability: 7.4589
Word: 桑, Probability: 7.4255
Word: 书, Probability: 7.3731
Word: 莲, Probability: 7.3356
Word: 野, Probability: 7.2984
Word: 椿, Probability: 7.2549
Word: 玉, Probability: 7.2531
Word: 它, Probability: 7.2296
Word: 美, Probability: 7.2244
Word: 萝, Probability: 7.1566

